"","id","uri","siglaTipo","codTipo","numero","ano","ementa"
"74",2205451,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205451","EMC","130","74","2019","Regulamenta a competência da Justiça Federal para julgar as causas relacionadas às entidades de previdência complementar a que se refere o §15 do art. 40 da Constituição Federal."
"75",2205535,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205535","EMC","130","75","2019","Altera as regras de transição relacionadas aos regimes próprios de previdência social dos servidores ocupantes de cargo de natureza administrativa, fiscalizatória ou auxiliar dos órgãos a que se referem o inciso IV do caput do art. 51, o inciso XIII do caput do art. 52 e os incisos I a IV do caput do art. 144, da Constituição Federal."
"76",2205543,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205543","EMC","130","76","2019","Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"77",2205545,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205545","EMC","130","77","2019","Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"78",2205548,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205548","EMC","130","78","2019","Altera dispositivos dos artigos 1º, 5º, 10 e 12 da PEC 06/2019 para dispor sobre o regime previdenciário dos agentes penitenciários, socioeducativos e guardas municipais e dá outras providências."
"79",2205560,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205560","EMC","130","79","2019","Dá-se nova redação ao Art. 1º, Capítulo I, da PEC 6/2019, no tocante ao ""art.109, I e ao § 3º, da Constituição Federal e altera o art.44, do Capítulo VII, da PEC 6/2019, passando-se a vigorar com a seguinte redação: 
""I - as causas em que a União, entidade autárquica ou empresa pública federal forem interessadas na condição de autoras, rés, assistentes ou oponentes, exceto às de falência, as de acidente de trabalho e as sujeitas à Justiça Eleitoral e à Justiça do Trabalho""; (...) 
§ 3º -""serão processadas e julgadas na Justiça Estadual, no foro do domicílio dos segurados ou beneficiários, as causas em que forem parte instituição de previdência social e segurado, sempre que a comarca não seja sede de vara do juízo federal, e, se verificada essa condição, a lei poderá permitir que outras causas sejam também processadas e julgadas pela Justiça Estadual.""(...)
""Art.44 - A Justiça Estadual será competente para julgar as ações previdenciárias em primeira instância apenas, sempre que a Comarca de domicílio do segurado ou beneficiário não for sede de vara federal."" (...)"
"80",2205564,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205564","EMC","130","80","2019","Dê-se ao § 15, do art. 40, da Constituição Federal, COntido no art. 1º da Proposta de Emenda à Constituição nº 6, de 2019, a seguinte redação:"
"81",2205582,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205582","EMC","130","81","2019","Altera o §1º e os incisos I e II, do §3º, o §5º; do artigo 4 º da PEC 06, de 2019, que dispõe sobre a seguridade social, estabelece regras de transição e dá outras providências."
"82",2205583,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205583","EMC","130","82","2019","Acrescentam-se ao art. 3º, como regra de transição para os servidores públicos que na data da publicação desta emenda possuírem trinta anos de contribuição ou que ingressaram no serviço público antes de 16 de dezembro de 1998, e altera-se o art. 2º Art. 46 aonde ficam revogados: I - os §§ 18, 19, 20 e 21 do art. 40 e o §§ 12 e 13 do art. 201 da Constituição e II - os artigos 9º, 13 e 15 da Emenda Constitucional nº 20, de 15 de dezembro de 1998."
"83",2205588,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205588","EMC","130","83","2019","Acrescenta ao Capítulo da Seguridade Social a seção II, nomeando-a ""Seguridade Social da Criança"", renumerando-se as demais, e o seguinte art. 195-A, na forma do art. 1° da Proposta de Emenda à Constituição n° 06, de 2019."
