"","uri","nome","codTipo","tipo","ordemAssinatura","proponente","id_emenda","id_deputado"
"433","https://dadosabertos.camara.leg.br/api/v2/deputados/141488","Paulo Teixeira",10000,"Deputado",40,1,2205946,141488
"434","https://dadosabertos.camara.leg.br/api/v2/deputados/159237","Assis Carvalho",10000,"Deputado",7,1,2205946,159237
"435","https://dadosabertos.camara.leg.br/api/v2/deputados/160508","Afonso Florence",10000,"Deputado",2,1,2205946,160508
"436","https://dadosabertos.camara.leg.br/api/v2/deputados/160535","Marcon",10000,"Deputado",27,1,2205946,160535
"437","https://dadosabertos.camara.leg.br/api/v2/deputados/160538","Bohn Gass",10000,"Deputado",10,1,2205946,160538
"438","https://dadosabertos.camara.leg.br/api/v2/deputados/160556","Padre João",10000,"Deputado",36,1,2205946,160556
"439","https://dadosabertos.camara.leg.br/api/v2/deputados/160569","Waldenor Pereira",10000,"Deputado",51,1,2205946,160569
"440","https://dadosabertos.camara.leg.br/api/v2/deputados/160575","Erika Kokay",10000,"Deputado",15,1,2205946,160575
"441","https://dadosabertos.camara.leg.br/api/v2/deputados/160592","Zeca Dirceu",10000,"Deputado",54,1,2205946,160592
"442","https://dadosabertos.camara.leg.br/api/v2/deputados/160604","Pedro Uczai",10000,"Deputado",41,1,2205946,160604
"443","https://dadosabertos.camara.leg.br/api/v2/deputados/160610","Valmir Assunção",10000,"Deputado",48,1,2205946,160610
"444","https://dadosabertos.camara.leg.br/api/v2/deputados/171617","Paulão",10000,"Deputado",38,1,2205946,171617
"445","https://dadosabertos.camara.leg.br/api/v2/deputados/171619","Margarida Salomão",10000,"Deputado",28,1,2205946,171619
"446","https://dadosabertos.camara.leg.br/api/v2/deputados/178857","Jorge Solla",10000,"Deputado",21,1,2205946,178857
"447","https://dadosabertos.camara.leg.br/api/v2/deputados/178866","Luizianne Lins",10000,"Deputado",26,1,2205946,178866
"448","https://dadosabertos.camara.leg.br/api/v2/deputados/178873","Helder Salomão",10000,"Deputado",18,1,2205946,178873
"449","https://dadosabertos.camara.leg.br/api/v2/deputados/178889","Zé Carlos",10000,"Deputado",52,1,2205946,178889
"450","https://dadosabertos.camara.leg.br/api/v2/deputados/178925","Rejane Dias",10000,"Deputado",44,1,2205946,178925
"451","https://dadosabertos.camara.leg.br/api/v2/deputados/178970","João Daniel",10000,"Deputado",20,1,2205946,178970
"452","https://dadosabertos.camara.leg.br/api/v2/deputados/178986","Nilto Tatto",10000,"Deputado",34,1,2205946,178986
"453","https://dadosabertos.camara.leg.br/api/v2/deputados/188097","Merlong Solano",10000,"Deputado",31,1,2205946,188097
"454","https://dadosabertos.camara.leg.br/api/v2/deputados/204370","Célio Moura",10000,"Deputado",13,1,2205946,204370
"455","https://dadosabertos.camara.leg.br/api/v2/deputados/204393","Frei Anastacio Ribeiro",10000,"Deputado",16,1,2205946,204393
"456","https://dadosabertos.camara.leg.br/api/v2/deputados/204426","Carlos Veras",10000,"Deputado",11,1,2205946,204426
"457","https://dadosabertos.camara.leg.br/api/v2/deputados/204428","Marília Arraes",10000,"Deputado",30,1,2205946,204428
"458","https://dadosabertos.camara.leg.br/api/v2/deputados/204453","Natália Bonavides",10000,"Deputado",32,1,2205946,204453
"459","https://dadosabertos.camara.leg.br/api/v2/deputados/204467","Professora Rosa Neide",10000,"Deputado",42,1,2205946,204467
"460","https://dadosabertos.camara.leg.br/api/v2/deputados/204480","Rogério Correia",10000,"Deputado",45,1,2205946,204480
"461","https://dadosabertos.camara.leg.br/api/v2/deputados/204492","Paulo Guedes",10000,"Deputado",39,1,2205946,204492
"462","https://dadosabertos.camara.leg.br/api/v2/deputados/204495","Airton Faleiro",10000,"Deputado",3,1,2205946,204495
"463","https://dadosabertos.camara.leg.br/api/v2/deputados/204501","Alencar Santana Braga",10000,"Deputado",4,1,2205946,204501
"464","https://dadosabertos.camara.leg.br/api/v2/deputados/204503","Alexandre Padilha",10000,"Deputado",5,1,2205946,204503
"465","https://dadosabertos.camara.leg.br/api/v2/deputados/204555","José Ricardo",10000,"Deputado",23,1,2205946,204555
"466","https://dadosabertos.camara.leg.br/api/v2/deputados/204559","Zé Neto",10000,"Deputado",53,1,2205946,204559
"467","https://dadosabertos.camara.leg.br/api/v2/deputados/209189","Joseildo Ramos",10000,"Deputado",24,1,2205946,209189
"468","https://dadosabertos.camara.leg.br/api/v2/deputados/73433","Arlindo Chinaglia",10000,"Deputado",6,1,2205947,73433
"469","https://dadosabertos.camara.leg.br/api/v2/deputados/73482","Henrique Fontana",10000,"Deputado",19,1,2205947,73482
"470","https://dadosabertos.camara.leg.br/api/v2/deputados/73604","Rui Falcão",10000,"Deputado",47,1,2205947,73604
"471","https://dadosabertos.camara.leg.br/api/v2/deputados/73701","Benedita da Silva",10000,"Deputado",8,1,2205947,73701
"472","https://dadosabertos.camara.leg.br/api/v2/deputados/74156","Leonardo Monteiro",10000,"Deputado",25,1,2205947,74156
"473","https://dadosabertos.camara.leg.br/api/v2/deputados/74159","Odair Cunha",10000,"Deputado",35,1,2205947,74159
"474","https://dadosabertos.camara.leg.br/api/v2/deputados/74160","Patrus Ananias",10000,"Deputado",37,1,2205947,74160
"475","https://dadosabertos.camara.leg.br/api/v2/deputados/74161","Reginaldo Lopes",10000,"Deputado",43,1,2205947,74161
"476","https://dadosabertos.camara.leg.br/api/v2/deputados/74283","Vicentinho",10000,"Deputado",50,1,2205947,74283
"477","https://dadosabertos.camara.leg.br/api/v2/deputados/74371","Rubens Otoni",10000,"Deputado",46,1,2205947,74371
"478","https://dadosabertos.camara.leg.br/api/v2/deputados/74376","Vander Loubet",10000,"Deputado",49,1,2205947,74376
"479","https://dadosabertos.camara.leg.br/api/v2/deputados/74398","Maria do Rosário",10000,"Deputado",29,1,2205947,74398
"480","https://dadosabertos.camara.leg.br/api/v2/deputados/74400","Paulo Pimenta",10000,"Deputado",1,1,2205947,74400
"481","https://dadosabertos.camara.leg.br/api/v2/deputados/74571","Nelson Pellegrino",10000,"Deputado",33,1,2205947,74571
"482","https://dadosabertos.camara.leg.br/api/v2/deputados/107283","Gleisi Hoffmann",10000,"Deputado",17,1,2205947,107283
"483","https://dadosabertos.camara.leg.br/api/v2/deputados/132504","Enio Verri",10000,"Deputado",14,1,2205947,132504
"484","https://dadosabertos.camara.leg.br/api/v2/deputados/141335","Beto Faro",10000,"Deputado",9,1,2205947,141335
"485","https://dadosabertos.camara.leg.br/api/v2/deputados/141398","Carlos Zarattini",10000,"Deputado",12,1,2205947,141398
"486","https://dadosabertos.camara.leg.br/api/v2/deputados/141470","José Guimarães",10000,"Deputado",22,1,2205947,141470
"487","https://dadosabertos.camara.leg.br/api/v2/deputados/141488","Paulo Teixeira",10000,"Deputado",40,1,2205947,141488
"488","https://dadosabertos.camara.leg.br/api/v2/deputados/159237","Assis Carvalho",10000,"Deputado",7,1,2205947,159237
"489","https://dadosabertos.camara.leg.br/api/v2/deputados/160508","Afonso Florence",10000,"Deputado",2,1,2205947,160508
"490","https://dadosabertos.camara.leg.br/api/v2/deputados/160535","Marcon",10000,"Deputado",27,1,2205947,160535
"491","https://dadosabertos.camara.leg.br/api/v2/deputados/160538","Bohn Gass",10000,"Deputado",10,1,2205947,160538
"492","https://dadosabertos.camara.leg.br/api/v2/deputados/160556","Padre João",10000,"Deputado",36,1,2205947,160556
